Network,id,ocpi_id,Name,Address,State,Latitude,Longitude,POI,Utility,kilowatts_,kilowatts1,F__station,F__DCFCs,F__CCS,F__CHAdeMO,NAME_1,NAMELSAD
ChargePoint,231312,,Hornbacherâ€™s ,"West Fargo, ND  58078, United States",ND,46.852487,-96.907411,Shopping Center,,,,1,2,1,1,"Fargo, ND-MN","Fargo, ND-MN Metro Area"
ChargePoint,231313,,Fargo Convention and Visitors Bureau,"2001 44th St S, Fargo, ND  58103, United States",ND,46.849101,-96.859674,Recreation/Outdoor,,,,1,2,1,1,"Fargo, ND-MN","Fargo, ND-MN Metro Area"
ChargePoint,231548,,A.D. Farrow Co. Harley-Davidson Shop at North Star,"7754 OH-37, Sunbury, OH 43074, USA",OH,40.263834,-82.92603,Car Dealership,,,,1,1,1,0,"Columbus, OH","Columbus, OH Metro Area"
ChargePoint,231633,,H&S Energy Chevron,"1500 Paramount Blvd, Montebello, CA  90640, United States",CA,34.034741,-118.090934,Gas Station,Southern California Edison,,,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,231730,,Gardner Plaza,"2625 St Rose Pkwy, Henderson, NV 89052, USA",NV,36.014401,-115.102501,Shopping Center,,,,2,4,2,2,"Las Vegas-Henderson-Paradise, NV","Las Vegas-Henderson-Paradise, NV Metro Area"
ChargePoint,231743,,Target,"39440 10th St W, Palmdale, CA 93551",CA,34.598916,-118.147393,Shopping Center,Southern California Edison,,,2,4,2,2,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,231746,,Target,"2059 Cadenasso Dr, Fairfield, CA 94533",CA,38.247555,-122.067979,Shopping Center,Pacific Gas & Electric Company,,,2,4,2,2,"Vallejo-Fairfield, CA","Vallejo-Fairfield, CA Metro Area"
ChargePoint,231760,,Florida State Capitol,"400 S Monroe St, Tallahassee, FL  32399, United States",FL,30.436993,-84.282273,Parking Garage/Lot,,,,1,2,1,1,"Tallahassee, FL","Tallahassee, FL Metro Area"
ChargePoint,231879,,Western Reserve Harley-Davidson,"8567 Tyler Blvd, Mentor, OH 44060, USA",OH,41.686198,-81.334183,Car Dealership,,,,1,1,1,0,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area"
ChargePoint,232054,,Chevron,"79513 CA-111 S, La Quinta, CA  92253, United States",CA,33.706744,-116.276953,Gas Station,Imperial Irrigation District,,,1,2,1,1,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,232814,,Black Hills Harley-Davidson,"2820 Harley Dr, Rapid City, SD 57702, USA",SD,44.114019,-103.267837,Car Dealership,,,,1,1,1,0,"Rapid City, SD","Rapid City, SD Metro Area"
ChargePoint,236402,,George Wainborn Park,"451 Beach Crescent, Vancouver, BC V6Z 3H1, Canada",,49.272516,-123.128226,Park,,,,2,4,2,2,,
ChargePoint,236548,,Harley-Davidson of Frederick,"5722 MD-355, Frederick, MD 21704, USA",MD,39.390385,-77.405815,Car Dealership,,,,1,1,1,0,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area"
ChargePoint,236686,,Hampton Inn Savannah,"7002 GA-21, Port Wentworth, GA 31407, USA",GA,32.189478,-81.193397,Hotel/Lodging,,,,1,2,1,1,"Savannah, GA","Savannah, GA Metro Area"
ChargePoint,236689,,Rock Chalk Park,"Rock Chalk Park, 100 Rock Chalk Ln, Lawrence, KS  66049, United States",KS,38.981107,-95.327345,Park,,,,1,2,1,1,"Lawrence, KS","Lawrence, KS Metro Area"
ChargePoint,237027,,Price City Offices,"57 N 100 E, Price, UT 84501, USA",UT,39.600317,-110.808884,Museum,,,,2,4,2,2,"Price, UT","Price, UT Micro Area"
ChargePoint,237473,,BMW Group Engineering Center - Rear,"200 Chestnut Ridge Rd, Woodcliff Lake, NJ  07677, United States",NJ,41.028295,-74.072421,Workplace Public,,,,1,1,1,0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area"
ChargePoint,237562,,Old Worthington,"46 W New England Ave, Worthington, OH  43085, United States",OH,40.087347,-83.019382,Workplace Public,,,,1,2,1,1,"Columbus, OH","Columbus, OH Metro Area"
ChargePoint,237782,,Dunkin',"750 SR-97, Bellville, OH  44813, United States",OH,40.645816,-82.542972,Restaurant,,,,2,4,2,2,"Mansfield, OH","Mansfield, OH Metro Area"
ChargePoint,237784,,Campus Auto and Fuel,"Kenyon College, 107 Chase Ave, Gambier, OH  43022, United States",OH,40.377487,-82.397646,Gas Station,,,,1,2,1,1,"Mount Vernon, OH","Mount Vernon, OH Micro Area"
ChargePoint,237943,,Vancouver City Hall,"453 W.12th Ave. Vancouver, BC V5Y 3R1, Canada",,49.26112,-123.113238,Government,,,,2,2,1,1,,
ChargePoint,238789,,Mackie Harley Davidson ,"880 Champlain Ave, Oshawa ON L1J 7A6, Canada",,43.87407,-78.889253,Car Dealership,,,,1,1,1,0,,
ChargePoint,238846,,Trillium Park,"Trillium Park, 600 National Ave, Vancouver BC, Canada",,49.274517,-123.09246,Park,,,,2,4,2,2,,
ChargePoint,239165,,Shandon Rest Area,"16261 CA-46, Shandon, CA 93461, USA",CA,35.675012,-120.346468,Parking Garage/Lot,Pacific Gas & Electric Company,,,1,2,1,1,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area"
ChargePoint,239323,,Owen Sound Volkswagon,"202444 10th St W, Georgian Bluffs ON N4K 5N7, Canada",,44.559233,-80.970624,Car Dealership,,,,1,2,2,0,,
ChargePoint,239740,,Athens City Pool,"555 E State St, Athens, OH 45701, USA",OH,39.337097,-82.077783,Recreation/Outdoor,,,,1,2,1,1,"Athens, OH","Athens, OH Micro Area"
ChargePoint,240121,,Rinfret Volkswagen,"6150 boul. Wilfrid-Carrier, LÃ©vis QuÃ©bec G6Y 9X9 Canada",,46.78926,-71.15094,Car Dealership,,,,1,1,1,0,,
ChargePoint,240277,,UCSD P703 ,"University of California, San Diego, 3960 Voigt Dr, La Jolla, CA  92093, United States",CA,32.880646,-117.221214,School/University,San Diego Gas & Electric,,,2,4,2,2,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA Metro Area"
ChargePoint,240295,,Bert's Black Widow Harley-Davidson,"2224 El Jobean Rd, Port Charlotte, FL 33948, USA",FL,27.000427,-82.180493,Car Dealership,,,,1,1,1,0,"Punta Gorda, FL","Punta Gorda, FL Metro Area"
ChargePoint,240335,,Harley Davidson ,"1020 N Geneva Rd, Orem, UT 84057, USA",UT,40.326401,-111.736878,Car Dealership,,50,50,2,4,2,2,"Provo-Orem, UT","Provo-Orem, UT Metro Area"
ChargePoint,240540,,Park And Ride,"13516 Camino Canada, El Cajon, CA 92021, USA",CA,32.827829,-116.900541,Parking Garage/Lot,San Diego Gas & Electric,,,2,4,2,2,"San Diego-Carlsbad, CA","San Diego-Carlsbad, CA Metro Area"
ChargePoint,240641,,Motel 6 Victorville,"16868 Stoddard Wells Road, Victorville, CA",CA,34.556102,-117.289929,Hotel/Lodging,Southern California Edison,50,50,1,2,1,1,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area"
ChargePoint,240642,,Long Beach City Place B,"50 East Fifth Street, Long Beach, CA 90802",CA,33.772379,-118.191379,Shopping Center,Southern California Edison,50,50,1,2,1,1,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area"
ChargePoint,240902,,Saugeen Conservation Lands,"473332 Camp Oliver Rd, Priceville, ON N0C 1K0, Canada",,44.17865,-80.742046,Park,,,,1,1,0,1,,
ChargePoint,241304,,City of Upper Arlington Public Service Department,"4100 Roberts Rd, Columbus, OH  43228, United States",OH,40.005903,-83.104729,,,,,1,2,1,1,"Columbus, OH","Columbus, OH Metro Area"
Circuit Electrique,8938,,St-Hubert Express,"3325 boul. Saint-Martin Ouest, Laval, QuÃ©bec, H7T 1S2",,45.556758,-73.749318,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,9879,,Caisse Desjardins Terrebonne,"801 Boulevard des Seigneurs, Terrebonne, QC J6W 1T5, Canada",,45.703111,-73.638662,Government,,50,50,2,4,2,2,,
Circuit Electrique,10555,,RÃ´tisserie St-Hubert,"601 Avenue Saint-Charles, Vaudreuil-Dorion, QC J7V 8G4, Canada",,45.407982,-74.034172,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,11812,,RÃ´tisserie St-Hubert,"270 rue de Martigny Ouest, Saint-JÃ©rÃ´me, QuÃ©bec, J7Y 2G5",,45.779652,-74.016996,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,12257,,CAA QuÃ©bec ,"444 rue Bouvier, QuÃ©bec, QuÃ©bec G2J 1E3, Canada",,46.837406,-71.269226,Workplace Public,,50,50,1,2,1,1,,
Circuit Electrique,13327,,UniversitÃ© de Sherbrooke,"2500 boul. de l'UniversitÃ© Campus PB-3, Sherbrooke, J1K 2R1 Canada",,45.378064,-71.928352,School/University,,50,50,1,2,1,1,,
Circuit Electrique,13891,,Espace Palladium,"2327 boul. du Versant Nord, QuÃ©bec, QuÃ©bec G1N 4C2 Canada",,46.791287,-71.287299,Workplace Public,,50,50,1,2,1,1,,
Circuit Electrique,15824,,Comfort Inn,"700 boul. Albiny-Paquette, Mont-Laurier, QuÃ©bec J9L 1L4 Canada",,46.55059,-75.492351,Hotel/Lodging,,50,50,1,2,1,1,,
Circuit Electrique,16301,,RÃ´tisserie St-Hubert ,"500 rue Albanel, Boucherville, QuÃ©bec J4B 2Z6 Canada",,45.600616,-73.447227,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,17838,,RÃ´tisserie St-Hubert,"1315 rue Johnson Ouest, Saint-Hyacinthe, QuÃ©bec J2S 7K7 Canada",,45.640278,-72.969306,Restaurant,,50,50,2,4,2,2,,
Circuit Electrique,18127,,Maison du Citoyen,"25 rue Laurier, Gatineau, QuÃ©bec J8X 4C8 Canada",,45.427881,-75.711314,Government,,50,50,1,2,1,1,,
Circuit Electrique,18167,,New Richmond,"116 boul. Perron Ouest, New Richmond, QuÃ©bec G0C 2B0 Canada",,48.161175,-65.857208,Civic,,50,50,1,2,1,1,,
Circuit Electrique,20654,,Ville de Rimouski - Information touristique,"50 rue Saint-Germain Ouest, Rimouski, QuÃ©bec, G5L 4B5  Canada",,48.450527,-68.530586,Civic,,50,50,1,2,1,1,,
Circuit Electrique,43766,,Station Mont-Royal,"4451 rue Berri, MontrÃ©al, QuÃ©bec H2J 1W5 Canada",,45.524905,-73.580854,Parking Garage/Lot,,50,50,1,2,1,1,,
Circuit Electrique,47532,,Carrefour La PocatiÃ¨re,"625, 1Ã¨re rue PoirÃ©, La PocatiÃ¨re, QuÃ©bec G0R 1Z0 Canada",,47.364014,-70.035744,Store,,50,50,1,2,1,1,,
Circuit Electrique,52310,,RÃ´tisserie St-Hubert/Starbucks,"8 boul. de Bromont, Bromont, QuÃ©bec J2L 2K1 Canada",,45.333719,-72.648278,Restaurant,,50,50,5,10,5,5,,
Circuit Electrique,55291,,Aire de service de la Baie-de-MaskinongÃ© ,"161, autoroute 40 Est., MaskinongÃ©, QuÃ©bec, J0K 1N0 Canada",,46.195534,-73.00367,Car Service,,50,50,1,2,1,1,,
Circuit Electrique,56849,,La Porte de la Mauricie,"4 Route Sainte Anne O, Yamachiche, QC G0X 3L0, Canada",,46.261833,-72.875763,Hotel/Lodging,,50,50,1,2,1,1,,
Circuit Electrique,57265,,Restaurant Le Chavigny,"11 rue des Pins Deschambault, QuÃ©bec G0A 1S0, Canada",,46.639675,-71.996651,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,58842,,Ville de Victoriaville,"125 rue de BigarrÃ©, Victoriaville, QuÃ©bec G6P 4Z2 Canada",,46.058153,-71.956439,Shopping Center,,50,50,1,2,1,1,,
Circuit Electrique,60238,,RÃ´tisserie St-Hubert ,"725 rue Jean-Adam, Piedmont, QuÃ©bec, J0R 1R3 ",,45.890305,-74.146049,Restaurant,,50,50,3,6,3,3,,
Circuit Electrique,60945,,Deragon SÃ©lection,"787 boul. Jean-Jacques-Bertrand, Cowansville, QuÃ©bec J2K 0H9 Canada",,45.190109,-72.75143,Car Dealership,,50,50,1,2,1,1,,
Circuit Electrique,62223,,Stationnement Ouimet Nord,"812 rue Ouimet Saint-Laurent, QuÃ©bec H4L 3P4 Canada",,45.512494,-73.678531,Parking Garage/Lot,,,,2,4,2,2,,
Circuit Electrique,65843,,RÃ´tisserie St-Hubert,"7979 boul. Newman MontrÃ©al, QuÃ©bec H8N 2N9, Canada",,45.436192,-73.627228,Restaurant,,50,50,2,4,2,2,,
Circuit Electrique,67066,,RÃ´tisserie St-Hubert,"125 boul. St-Joseph Drummondville, QuÃ©bec J2B 7P5 ",,45.898864,-72.525417,Restaurant,,50,50,2,4,2,2,,
Circuit Electrique,67068,,Ville de Sainte-Julie,"1903 chemin du Fer-Ã -Cheval, Sainte-Julie, QuÃ©bec J3E 1Y9 Canada",,45.577511,-73.328033,Shopping Center,,50,50,1,2,1,1,,
Circuit Electrique,67377,,RÃ´tisserie St-Hubert,"2330 chemin des Patriotes Richelieu, QuÃ©bec J3L 6M7",,45.413692,-73.240067,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,67814,,Roulez Ã‰lectrique,"519 rue des Volontaires, Trois-RiviÃ¨res, QuÃ©bec G9A 2E7 Canada",,46.343076,-72.545272,Parking Garage/Lot,,50,50,2,4,2,2,,
Circuit Electrique,69511,,Carrefour SantÃ© Globale,"2381 rue Principale Ouest, Magog, QuÃ©bec J1X 0J4 Canada",,45.281314,-72.185969,Shopping Center,,50,50,1,2,1,1,,
Circuit Electrique,69934,,Ville de Montebello,"502 rue Notre-Dame, Montebello, QuÃ©bec J0V 1L0 Canada",,45.649717,-74.94195,Civic,,50,50,1,2,1,1,,
Circuit Electrique,71297,,"Complexe PÃ´le-Sud, LÃ©vis","1176 rue de Courchevel, LÃ©vis, QuÃ©bec G6W 0M5",,46.731465,-71.263388,Workplace Public,,50,50,1,2,1,1,,
Circuit Electrique,71438,,Hotel de Val-D'or,"855 2e Avenue, Val-d'Or QuÃ©bec J9P 1T2, Canada",,48.102428,-77.788567,Government,,50,50,1,2,1,1,,
Circuit Electrique,71934,,Ville de Mont-Joli Parking Public ,"1588 boul. Jacques-Cartier, Mont-Joli, QuÃ©bec G5H 2W2 Canada",,48.585804,-68.188858,Government,,50,50,1,2,1,1,,
Circuit Electrique,73063,,Bureau d'accueil touristique de Granby,"111 rue Denison Est, Granby, QuÃ©bec J2G 4C4, Canada",,45.396191,-72.71376,Park,,50,50,1,2,1,1,,
Circuit Electrique,73386,,RÃ´tisserie St-Hubert,"950 Rue Principale E, Sainte-Agathe-des-Monts, QC J8C 0A4, Canada",,46.043488,-74.266248,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,76003,,St-Hubert Express,"9071 County Rd 17, Rockland, ON K4K 0B2, Canada",,45.543762,-75.304306,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,76501,,Subway,"475 rue Vachon, Trois-RiviÃ¨res, QuÃ©bec G8T 8P6 Canada",,46.370383,-72.554486,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,77099,,Sentiers Des Caps De Charlevoix,"2 Rue Leclerc, Saint-Tite-des-Caps, QC G0A 4J0, Canada",,47.140933,-70.769951,Hotel/Lodging,,50,50,1,2,1,1,,
Circuit Electrique,77330,,RÃ´tisserie St-Hubert,"705 Brookdale Ave, Cornwall, ON K6J 5C6, Canada",,45.022216,-74.746493,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,77472,,St-Hubert Express,"655 route Cameron, Sainte-Marie, QuÃ©bec G6E 3V7, Canada",,46.469151,-71.037933,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,77662,,L'Ange-Gardien ,"1177 route 315 L'Ange-Gardien, QuÃ©bec J8L 0J8",,45.60873,-75.395462,Government,,50,50,1,2,1,1,,
Circuit Electrique,78871,,Les PÃ¨res Nature,"10735 1 Ere Ave, Saint-Georges, QC G5Y 2B8, Canada",,46.125922,-70.684057,Store,,50,50,1,2,1,1,,
Circuit Electrique,79990,,Rona,"514 Rue des Mimosas, Saint-Jean-sur-Richelieu, QC J2X 5R8, Canada",,45.324644,-73.248377,Store,,50,50,1,2,1,1,,
Circuit Electrique,80363,,RÃ´tisserie St-Hubert,"2939 boul. St-Charles, Kirkland, QuÃ©bec H9H 3B5, Canada",,45.447388,-73.853088,Restaurant,,50,50,4,8,4,4,,
Circuit Electrique,88268,,Bureau d'information touristique de Saguenay,"2555 boul. Talbot, Saguenay, QuÃ©bec G7H 0B8, Canada",,48.381027,-71.083591,Civic,,50,50,1,2,1,1,,
Circuit Electrique,88691,,BibliothÃ¨que et Centre d'Exposition d'Amos,"222 1Ã¨re Avenue Est, Amos, QuÃ©bec J9T 1H3 Canada",,48.571459,-78.110177,Civic,,50,50,1,2,1,1,,
Circuit Electrique,89443,,Caisse Desjardins ChÃ¢teauguay,"235 chemin de La Haute RiviÃ¨re, ChÃ¢teauguay, QuÃ©bec J6K 5B1 Canada",,45.344606,-73.755122,Bank,,50,50,2,4,2,2,,
Circuit Electrique,89463,,Parking Lot 3,"267 rue Champlain, Saint-Jean-sur-Richelieu, QuÃ©bec J3B 2A2 Canada",,45.308564,-73.252001,Parking Garage/Lot,,50,50,1,2,1,1,,
Circuit Electrique,89495,,La Belle Quebecoise,"1100 route Principale, Sainte-Anne-du-Sault, QuÃ©bec G0Z 1C0, Canada",,46.171617,-72.137557,Restaurant,,50,50,2,4,2,2,,
Circuit Electrique,89947,,Aire de service - RiviÃ¨re-Beaudette ,"100 Autoroute 20, RiviÃ¨re-Beaudette, QuÃ©bec J0P 1R0",,45.211795,-74.338854,Car Service,,50,50,2,4,2,2,,
Circuit Electrique,90250,,Carrefour de l'Ã‰rable,"1280 avenue Trudelle, Plessisville, QuÃ©bec G6L 3K4 Canada",,46.215316,-71.771562,Civic,,50,50,1,2,1,1,,
Circuit Electrique,90708,,Aire de service Rigaud,"420 chemin J.-RenÃ©-Gauthier, Rigaud, QuÃ©bec J0P 1P0 Canada",,45.476593,-74.28443,Car Service,,50,50,2,4,2,2,,
Circuit Electrique,90850,,Aire de service de Melbourne,"1035 Route 243, Melbourne, QuÃ©bec J0B 2B0 Canada",,45.635969,-72.143617,Restaurant,,50,50,2,4,2,2,,
Circuit Electrique,90874,,L'Ã‰tape,"10001 Route 175, Stoneham-et-Tewkesbury, G0A 4P0, Lac-Jacques-Cartier, QuÃ©bec Canada",,47.560136,-71.230197,Car Service,,50,50,2,4,2,2,,
Circuit Electrique,91068,,SociÃ©tÃ© de Gestion de la RiviÃ¨re Matane,"286 avenue Saint-JÃ©rÃ´me, Matane, QuÃ©bec G4W 3A2 Canada",,48.844042,-67.529855,Civic,,50,50,1,2,1,1,,
Circuit Electrique,91162,,Bureau d'accueil touristique de la Haute-GaspÃ©sie,"96 boul. Sainte-Anne Ouest, Sainte-Anne-des-Monts, QuÃ©bec G4V 1R3 Canada",,49.12436,-66.490193,Street Parking,,50,50,1,2,1,1,,
Circuit Electrique,91488,,Lac-MÃ©gantic Car Park,"3878 Rue du QuÃ©bec Central, Lac-MÃ©gantic, QuÃ©bec G6B 0B9, Canada",,45.577773,-70.882171,Parking Garage/Lot,,50,50,1,2,1,1,,
Circuit Electrique,91706,,Tim Hortons,"128 boul. Laurier, Laurier-Station, QuÃ©bec G0S 1N0 Canada",,46.538382,-71.636986,Restaurant,,50,50,1,2,1,1,,
Circuit Electrique,91722,,Rue de la RiviÃ¨re Parking / Charging,"455 rue de la RiviÃ¨re, Mont-Tremblant, QuÃ©bec J8E 3K6 Canada",,46.11851,-74.600437,Parking Garage/Lot,,50,50,1,2,1,1,,
Circuit Electrique,91772,,Pharmacie Dany Bergeron,"19-A 1Ã¨re Avenue Ouest, Mont-Louis, QuÃ©bec, G0E 1T0  Canada",,49.228859,-65.735016,Workplace Public,,50,50,1,2,1,1,,
Circuit Electrique,91955,,Bureau d'accueil touristique Amqui,"209 boul. Saint-Benoit Ouest, Amqui, QuÃ©bec G5J 2E9 Canada",,48.466764,-67.436565,Civic,,50,50,1,2,1,1,,
Circuit Electrique,91959,,Bureau d'accueil touristique Grande VallÃ©e,"1 route de la RiviÃ¨re, Grande-VallÃ©e, QuÃ©bec G0E 1K0 Canada",,49.224843,-65.127267,Civic,,50,50,1,2,1,1,,
Circuit Electrique,93425,,Centre Commercial le Village ,"2 chemin de l'Ã‰querre, Baie-Saint-Paul, QuÃ©bec G3Z 2Y5 Canada",,47.449028,-70.52147,Shopping Center,,50,50,1,2,1,1,,
Circuit Electrique,93524,,Pavillon des arts & de la culture de Coaticook,"58 rue Wellington, Coaticook, QuÃ©bec J1A 2H6 Canada",,45.133125,-71.803409,Arena/Concert Hall,,50,50,1,2,1,1,,
Circuit Electrique,94759,,Centre commercial RiviÃ¨re-du-Loup,"298 boul. Armand-ThÃ©riault, RiviÃ¨re-du-Loup, QuÃ©bec G5R 4C2",,47.825853,-69.549389,Shopping Center,,50,50,1,2,1,1,,
Circuit Electrique,95555,,Les Promenades Gatineau - EntrÃ©e 7,"1100 boul. Maloney Ouest, Gatineau, QuÃ©bec J8T 6G3",,45.475838,-75.693467,Shopping Center,,50,50,2,4,2,2,,
Circuit Electrique,95660,,MÃ´tel Interprovincial,"4 boul. Perron, Pointe-Ã -la-Croix, QuÃ©bec G0C 1L0 Canada",,48.032738,-66.703878,Hotel/Lodging,,50,50,1,2,1,1,,
Circuit Electrique,96310,,Club Nautique Jacques-Cartier,"10 de la Marina, GaspÃ©, QuÃ©bec G4X 3B1 Canada",,48.827302,-64.478272,Recreation/Outdoor,,50,50,1,2,1,1,,
Circuit Electrique,97751,,Ville d'Otterburn Park - Halte Touristique,"761 chemin des Patriotes, Otterburn Park, QuÃ©bec J3H 1Z5",,45.544704,-73.211785,Civic,,50,50,1,2,1,1,,
Circuit Electrique,98220,,CDSMML,"125 boul. RenÃ©-LÃ©vesque Ouest, Chandler, QuÃ©bec G0C 1K0 Canada",,48.349331,-64.683954,Government,,50,50,1,2,1,1,,
Circuit Electrique,99261,,Parc Ã‰mÃ©lie,"480 rue Desrosiers, Sainte-Ã‰mÃ©lie-de-l'Ã‰nergie, QuÃ©bec J0K 2K0 Canada",,46.323598,-73.64164,Park,,50,50,1,2,1,1,,
Circuit Electrique,100416,,Stationnement public,"11 Route 132, PaspÃ©biac, QuÃ©bec G0C 2K0 Canada",,48.029607,-65.247792,Parking Garage/Lot,,50,50,1,2,1,1,,
Circuit Electrique,100481,,Galeries de la Capitale - EntrÃ©e B,"5401 boul. des Galeries, QuÃ©bec, QuÃ©bec G2K 1N4 Canada",,46.83168,-71.300295,Shopping Center,,50,50,1,2,1,1,,
Circuit Electrique,101354,,PercÃ© Hotel de Ville,"137 QC-132 PercÃ©, QC G0C 2L0 Canada",,48.524057,-64.21063,Civic,,50,50,1,2,1,1,,
Circuit Electrique,102102,,Ville de Farnham,"875 Rue Principale O, Farnham, QC J2N 2X9, Canada",,45.287769,-72.993988,Government,,50,50,1,2,1,1,,
Circuit Electrique,102135,,Ville de Joliette ,"425 boul. Manseau, Joliette, QuÃ©bec J6E 3C9 Canada",,46.025185,-73.438447,Parking Garage/Lot,,50,50,2,4,2,2,,
Circuit Electrique,108132,,Thai Express,"99 QC-235, Ange-Gardien, QuÃ©bec J0E 1E0 Canada",,45.365727,-72.933661,Restaurant,,50,50,4,8,4,4,,
Circuit Electrique,108582,,Solacity,"825 Van Buren St., Kemptville, ON K0G 1J0",,45.023056,-75.619196,Workplace Public,,50,50,1,2,1,1,,
Circuit Electrique,110964,,Clarence St Parking Lot (Near Exit),"141 Clarence St, Ottawa, ON K1N 7E5, Canada",,45.429826,-75.691315,Parking Garage/Lot,,50,50,1,2,1,1,,
Circuit Electrique,111646,,Terry Fox Parkâ€™n Ride,"145 Roland Michener Dr, Kanata, ON K2T 1G7, Canada",,45.308007,-75.909357,Parking Garage/Lot,,50,50,2,4,2,2,,
Circuit Electrique,111712,,Ben Franklin Place,"101 Centrepointe Dr, Nepean, ON K2G 5K7, Canada",,45.344237,-75.760617,Shopping Center,,50,50,1,2,1,1,,
Circuit Electrique,115030,,Parc canin de la Pointe-aux-LiÃ¨vres,"25 rue de la Pointe-aux-LiÃ¨vres, QuÃ©bec, QC G1K 2L1",,46.821589,-71.237032,Park,,50,50,1,2,1,1,,
Circuit Electrique,117687,,City of Ottawa Parking,"687 Somerset St W, Ottawa, ON K1R 6P3, Canada",,45.411681,-75.706794,Parking Garage/Lot,,50,50,1,2,1,1,,
Circuit Electrique,119924,,Fallowfield Park and Ride,"3641 Fallowfield Rd, Nepean, ON K2J 4H2, Canada",,45.300045,-75.73273,Parking Garage/Lot,,50,50,1,2,1,1,,
Circuit Electrique,120349,,Parc Clair Soleil de Cabano,"786 Petit-TÃ©mis Interprovincial Trail, TÃ©miscouata-sur-le-Lac, QuÃ©bec G0L 1E0, Canada",,47.680555,-68.876183,Park,,50,50,1,2,1,1,,
