Network,id,ocpi_id,Name,Address,State,Latitude,Longitude,POI,Utility,kilowatts_,kilowatts1,F__station,F__DCFCs,F__CCS,F__CHAdeMO,NAME_1,NAMELSAD
FLO,90711,,Stationnement rue Victoria,"16 Victoria St, Shediac, NB E4P 2W7, Canada",,46.218865,-64.541366,Parking Garage/Lot,,,,1,2,1,1,,
FLO,94233,,St. Joseph's Health Centre - Tranquility Entrance,"30 The Queensway, Toronto, ON M6R 1B5, Canada",,43.639487,-79.450414,Hospital,,50,50,1,2,1,1,,
FLO,99429,,Lansdowne Place,"645 Lansdowne St, Peterborough, ON K9J 7Y5",,44.283953,-78.331663,Shopping Center,,50,50,1,2,1,1,,
FLO,99430,,Norwood Foodland,"4 County Rd 40 #40, Norwood, ON K0L 2V0",,44.382168,-77.980301,Store,,50,50,1,2,1,1,,
FLO,108815,,Oxford Country Public Parking,"16 King Street West, Ingersoll, ON N5C 2J3",,43.037577,-80.883237,Parking Garage/Lot,,50,50,1,2,1,1,,
FLO,109068,,Quality Hotel & Suites Woodstock,"580 Bruin Blvd, Woodstock, ON N4V 1E5, Canada",,43.111821,-80.738621,Hotel/Lodging,,50,50,1,2,1,1,,
FLO,111523,,Canadian Tire Gas+,"20 Market Drive, Milton, ON L9T 3H6, Canada",,43.523499,-79.899493,Car Service,,50,50,1,2,1,1,,
FLO,119243,,Region of Peel,"7120 Hurontario St, Mississauga, ON L5S 1Z8, Canada",,43.647282,-79.709603,Workplace Public,,50,50,1,2,1,1,,
FLO,119244,,Region of Peel,"10 Peel Centre Dr, Brampton, ON L6T 4B9, Canada",,43.719109,-79.722879,Workplace Public,,50,50,1,2,1,1,,
FLO,120138,,Esso Sainte-AdÃ¨le,"258 rue Valiquette, Sainte-AdÃ¨le, QuÃ©bec J8B 2M1",,45.943798,-74.12613,Gas Station,,50,50,1,2,1,1,,
FLO,120666,,Lincoln Big Stop,"415 Nevers Rd, Waasis, NB E3B 9E1, Canada",,45.851816,-66.560588,Restaurant,,,,1,2,1,1,,
FLO,121018,,Aulac Irving Big Stop,"170 Aulac Rd, Aulac, NB E4L 2X2, Canada",,45.87004,-64.280221,Gas Station,,50,50,1,2,1,1,,
FLO,121073,,Youngs Cove One Stop,"10995 NB-10, Youngs Cove, NB E4C 2G5, Canada",,45.942254,-65.832302,Store,,,,1,2,1,1,,
FLO,121209,,Petro Canada,"10 Route 635, Lake George, NB E6K 3P9, Canada",,45.873505,-66.986768,Gas Station,,,,1,2,1,1,,
FLO,121985,,Grey Rock Truck Stop,"100 Grey Rock Rd, Edmundston, NB E7C 0B6, Canada",,47.372957,-68.305184,Gas Station,,,,1,2,1,1,,
FLO,122329,,Grand Falls Irving Big Stop,"121 Route 255, Saint AndrÃ©, NB E3Y 2V5, Canada",,47.076915,-67.767125,Restaurant,,,,1,2,1,1,,
FLO,122330,,Perth Johnson Pharmacy,"16F Tribe Rd, Perth-Andover, NB E7H 3R6",,46.747044,-67.713278,Store/Retail,,,,1,2,1,1,,
FLO,122331,,Woodstock Irving Oil / Murray's Restaurant,"198 Beardsley Rd, Hwy 2, Exit 191 Beardsley, NB E7M 3Z7 Canada",,46.123275,-67.605478,Gas Station,,,,1,2,1,1,,
FLO,125981,,Londonderry Mall,"100A 1-Londonderry Mall NW, Edmonton, AB T5C 3C8, Canada",,53.604111,-113.445444,Shopping Center,,50,50,1,2,1,1,,
FLO,127349,,CF Fairview Pointe-Claire,"6801 route transcanadienne, Pointe-Claire, QuÃ©bec H9R 5J2 Canada",,45.462576,-73.830628,Shopping Center,,50,50,1,2,1,1,,
FLO,128006,,Galeries d'Anjou,"7999 boul. des Galeries-d'Anjou, Anjou, QuÃ©bec H1M 1W9 Canada",,45.599389,-73.562905,Shopping Center,,50,50,1,2,1,1,,
FLO,128431,,Canadian Tire Gas+,"1125 Wellington Rd, London, ON N6E 1M1, Canada",,42.930886,-81.221,Car Service,,50,50,1,2,1,1,,
FLO,129699,,Esso DÃ©panneur Saint-Esprit,"128 rue Saint-Isidore, Saint-Esprit, QuÃ©bec J0K 3E0 Canada",,45.906298,-73.664211,Gas Station,,50,50,1,2,1,1,,
FLO,130616,,McDonald's,"565 QC-131, Notre-Dame-des-Prairies, QC J6E 7Y8",,46.062506,-73.41969,,,50,50,1,2,1,1,,
FLO,131414,,CF Carrefour Laval,"3035 boul. le Carrefour, Laval, QuÃ©bec H7T 1C8 Canada",,45.57147,-73.750501,Shopping Center,,50,50,1,2,1,1,,
FLO,131695,,Promenades St-Bruno,"1 boul. des Promenades, St-Bruno-de-Montarville, QuÃ©bec J3V 5J5 Canada",,45.504416,-73.379417,Shopping Center,,50,50,1,2,1,1,,
FLO,132248,,CF Champlain Mall,"465 Paul St, Dieppe, NB E1A 5R4, Canada",,46.096705,-64.759233,Shopping Center,,50,50,1,2,1,1,,
FLO,132892,,Cascades Papier Kingsey Falls,"408 boul. Marie-Victorin, Kingsey Falls, QuÃ©bec J0A 1B0 Canada",,45.859177,-72.073777,Workplace Public,,50,50,1,2,1,1,,
FLO,133971,,Esso Mirabel,"17555 rue Charles, Mirabel, QuÃ©bec J7J 1P3 Canada",,45.694819,-73.934937,Gas Station,,50,50,1,2,1,1,,
FLO,134812,,CF Markville Mall,"5000 Highway 7, Markham ON L3R 5R9, Canada",,43.867949,-79.286544,Shopping Center,,50,50,1,2,1,1,,
FLO,135383,,CF Polo Park,"1485 Portage Ave, Winnipeg, MB R3G 0W4, Canada",,49.883458,-97.197426,Shopping Center,,50,50,1,2,1,1,,
FLO,135385,,CF Shops at Don Mills,"1090 Don Mills Rd, Toronto, ON M3C 3R6, Canada",,43.735431,-79.345796,Shopping Center,,50,50,1,2,1,1,,
FLO,135391,,Fairview Mall,"1800 Sheppard Ave E, Toronto ON M2J 5A7, Canada",,43.777867,-79.3463,Shopping Center,,50,50,1,2,1,1,,
FLO,136443,,CF Sherway Gardens,"25 The West Mall, Etobicoke, ON M9C 1B8, Canada",,43.612801,-79.560383,Shopping Center,,50,50,1,2,1,1,,
FLO,136617,,Canadian Tire Gas+,"9940 Macleod Trail SE, Calgary, AB T2J 3K9, Canada",,50.964165,-114.068599,Car Service,,50,50,1,2,1,1,,
FLO,136964,,Canadian Tire Gas+,"5908 Gaetz Ave, Red Deer, AB T4N 4C3, Canada",,52.278783,-113.814351,Car Service,,50,50,1,2,1,1,,
FLO,136967,,Canadian Tire,"169 Ordze Ave, Sherwood Park, AB T8B 1M6, Canada",,53.511566,-113.325734,Workplace Public,,50,50,1,2,1,1,,
FLO,137029,,CF Rideau Centre,"50 Rideau St, Ottawa, ON K1N 9J7, Canada",,45.425937,-75.690487,Shopping Center,,50,50,1,2,1,1,,
FLO,138358,,Northumberland Square,"2441 King George Hwy, Miramichi, NB E1V 6W2, Canada",,47.029432,-65.494514,Shopping Center,,,,2,2,1,1,,
FLO,138359,,CinÃ©ma PÃ©ninsule LtÃ©e,"3323, rue de la Rive, Tracadie-Sheila, NB E1X 1A4, Canada",,47.524182,-64.91179,Movie Theater,,,,2,2,1,1,,
FLO,138523,,Tim Hortons,"300 Main St, Doaktown, NB E9C 1A9, Canada",,46.553949,-66.13609,Restaurant,,,,2,2,1,1,,
FLO,138526,,Atlantic Host,"1450 Vanier Blvd, Bathurst, NB E2A 7B7, Canada",,47.639547,-65.70416,Hotel/Lodging,,,,1,2,1,1,,
FLO,138624,,Osprey Truck Stop,"2 Martin, Eel River Bar, NB E8C 3C7",,48.036217,-66.401327,Gas Station,,,,2,2,1,1,,
FLO,138656,,Ultramar,"230 Rue Canada, Saint-Quentin, NB E8A 1H3, Canada",,47.513299,-67.391566,Gas Station,,,,2,2,1,1,,
FLO,138691,,Esso St-Faustin,"1470 Route 117, Saint-Faustin-Lac-CarrÃ©, QuÃ©bec J0T 1J2 Canada",,46.122389,-74.452869,Restaurant,,50,50,1,2,1,1,,
FLO,142343,,Petro-Canada,"12 Park Dr, Richibucto, NB E4W 4G5, Canada",,46.667895,-64.866897,Gas Station,,,,1,2,1,1,,
FLO,142805,,Canadian Tire,"30 Lynden Rd, Brantford, ON N3R 8A4, Canada",,43.172449,-80.244142,Car Service,,50,50,1,2,1,1,,
FLO,143287,,Canadian Tire Gas+,"7624 Regional Rd 57, Niagara Falls, ON L2H 1A2, Canada",,43.1141,-79.125047,Car Service,,50,50,2,4,2,2,,
FLO,143288,,Canadian Tire,"1735 Pickering Pkwy., Pickering, ON L1V 6E5",,43.842953,-79.069323,Car Service,,50,50,2,4,2,2,,
FLO,144947,,Galeries de la Capitale - Nord,"5401 boul. des Galeries, QuÃ©bec, QuÃ©bec G2K 1N4 Canada",,46.831724,-71.298731,Shopping Center,,50,50,1,2,1,1,,
FLO,145643,,CF Eaton Centre,"220 Yonge St, Toronto, ON M5B 2H1",,43.655412,-79.383103,Shopping Center,,50,50,1,2,1,1,,
FLO,146306,,Lepreau Irving Oil,"7386 Lepreau Village Rd, Lepreau, NB E5J 1L5, Canada",,45.172908,-66.464314,Gas Station,,,,1,2,1,1,,
FLO,146750,,Canadian Tire Gas+,"239 Fountain St S, Cambridge, ON N3H 1J2, Canada",,43.397752,-80.370651,Car Service,,50,50,1,2,1,1,,
FLO,146755,,Canadian Tire Gas,"1100 Kerr St, Oakville, ON L6M 0L4, Canada",,43.449749,-79.697649,Car Service,,50,50,2,4,2,2,,
FLO,146757,,Canadian Tire,"400 Weber St N, Waterloo, ON N2J 3J2, Canada",,43.485116,-80.524307,Car Service,,50,50,2,4,2,2,,
FLO,146758,,Canadian Tire Gas+,"2905 King St E, Kitchener, ON N2A 1A6, Canada",,43.429203,-80.435807,Car Service,,50,50,1,2,1,1,,
FLO,146760,,Canadian Tire,"3850 Hwy 7, Woodbridge, ON L4L 9C3, Canada",,43.790369,-79.551714,Car Service,,50,50,2,4,2,2,,
FLO,146761,,Canadian Tire,"8830 Yonge St, Richmond Hill, ON L4C 6Z6, Canada",,43.842829,-79.430995,Car Service,,50,50,2,4,2,2,,
FLO,147356,,Hantsport Glooscap Landing,"45 Sweetgrass Road, Hantsport, NS B0P 1P0, Canada (Exit 8A on Hwy 101 @ Esso & Tim Hortons on west side of Hway 101)",,45.068081,-64.219932,Workplace Public,,50,50,1,2,1,1,,
FLO,152211,,University of Waterloo Engineering 6,"263 Phillip St, Waterloo, ON N2L 3W8, Canada",,43.472977,-80.53839,School/University,,50,50,1,2,1,1,,
FLO,152747,,Liverpool Sobeys,"180 Bristol Ave, Liverpool, NS B0T 1K0, Canada",,44.046395,-64.722077,Store,,50,50,1,2,1,1,,
FLO,152756,,Tim Hortons,"267 NS-214, Elmsdale, NS B2S 1K1, Canada",,44.975972,-63.507098,Restaurant,,50,50,1,2,1,1,,
FLO,152763,,Needs Convenience,"130 N Foord St, Stellarton, NS B0K 1S0, Canada",,45.570043,-62.660804,Gas Station,,50,50,1,2,1,1,,
FLO,152765,,Petro-Canada,"10125 NS-4, Monastery, NS B0H 1W0, Canada",,45.609785,-61.620951,Gas Station,,50,50,1,2,1,1,,
FLO,152769,,Sobeys North Sydney,"116 King St, North Sydney, NS B2A 3R7",,46.214553,-60.266302,Shopping Center,,50,50,1,2,1,1,,
FLO,152772,,Baddeck Lynwood Inn,"441 Shore Rd, Baddeck, NS B0E 1B0, Canada",,46.099329,-60.754102,Hotel/Lodging,,50,50,1,2,1,1,,
FLO,152784,,Irving Oil,"8 Millennium Dr, Quispamsis, NB E2E 4B1, Canada",,45.418247,-65.944095,Gas Station,,50,50,1,2,1,1,,
FLO,152796,,Digby Sobeys,"110 Warwick St, Digby, NS B0V 1A0, Canada",,44.61575,-65.765632,Store,,50,50,1,2,1,1,,
FLO,152797,,Yarmouth Shell Gas Station/Needs Convenience,"87 Starrs Rd, Yarmouth, NS B5A 2T5, Canada",,43.842677,-66.104281,Store,,50,50,1,2,1,1,,
FLO,152852,,CF Fairview Park,"2960 Kingsway Dr, Kitchener, ON N2C 1X1, Canada",,43.425171,-80.439525,Shopping Center,,50,50,1,2,1,1,,
FLO,152853,,CF Lime Ridge Mall,"999 Upper Wentworth St, Hamilton, ON L9A 4X5, Canada",,43.217398,-79.862693,Shopping Center,,50,50,1,2,1,1,,
FLO,154894,,Canadian Tire,"1202 Dundas St E, Mississauga, ON L4Y 2C1, Canada",,43.604574,-79.588243,Car Service,,50,50,2,3,2,1,,
FLO,155442,,Canadian Tire Gas,"5067 Dixie Rd, Mississauga ON L4W 5S6, Canada",,43.636658,-79.621503,Car Service,,50,50,1,2,1,1,,
FLO,156396,,Canadian Tire,"1608 The Queensway, Etobicoke, ON M8Z 1V1, Canada",,43.617039,-79.544932,Car Service,,50,50,1,2,1,1,,
FLO,157550,,Best Western Bridgewater,"527 Highway 10 Exit 12, Bridgewater, NS B4V 7P4, Canada",,44.399997,-64.539656,Hotel/Lodging,,50,50,1,2,1,1,,
FLO,157551,,Needs Convenience,"90 Ohio Rd, Shelburne, NS B0T 0A4, Canada",,43.77818,-65.3388,Store,,50,50,1,2,1,1,,
FLO,157783,,Fast Fuel,"7203 Nova Scotia Trunk 1
Coldbrook, NS B4R 1A2, Canada",,45.06817,-64.565466,Gas Station,,50,50,1,2,1,1,,
FLO,160907,,Essex Centre Sports Complex,"60 Fairview Ave W, Essex, ON, Canada",,42.167112,-82.816715,Arena/Concert Hall,,50,50,2,4,2,2,,
FLO,161780,,Canadian Tire,"777 Upper James St, Hamilton, ON, L9C 3A1  CANADA",,43.228748,-79.880776,Car Service,,50,50,1,2,1,1,,
FLO,162279,,Place Sainte-Foy,"2580 Boulevard Hochelaga, QuÃ©bec, QC G1V 3C3, Canada",,46.773885,-71.280672,Parking Garage/Lot,,50,50,1,2,1,1,,
FLO,164525,,Canadian Tire-Woodstock,"465 Norwich Ave, Woodstock, ON N4S 3W5, Canada",,43.115839,-80.736883,Car Service,,50,50,1,2,1,1,,
FLO,165282,,Canadian Tire,"101 Bell Blvd, Belleville, ON K8P 4V2, Canada",,44.187049,-77.40026,Car Service,,50,50,1,2,1,1,,
FLO,167275,,Canadian Tire,"2070 Appleby Line, Burlington, ON L7L 6M6, Canada",,43.396688,-79.795754,Car Service,,50,50,2,4,2,2,,
FLO,167679,,CF Masonville Place,"1680 Richmond St, London, ON N6G 3Y9, Canada",,43.027667,-81.277915,Shopping Center,,50,50,1,2,1,1,,
FLO,173103,,Garcelon Civic Centre,"22 Budd Ave, Saint Stephen, NB E3L 1E9, Canada",,45.193234,-67.275014,Civic,,,,1,2,1,1,,
FLO,173880,,Town of St. Andrew's Visitors Information Centre,"24 Reed St, Saint Andrews, NB E5B 1A1, Canada",,45.081515,-67.058483,Civic,,,,1,2,1,1,,
FLO,173913,,Quality Inn,"157 Water St, Campbellton, NB E3N 3L4, Canada",,48.007627,-66.677428,Hotel/Lodging,,,,1,2,1,1,,
FLO,174360,,Shoppers Drug Mart,"201 Main St, Sussex, NB E4E 1R4, Canada",,45.723506,-65.526534,Store,,,,1,2,1,1,,
FLO,174363,,Bureau Touristique de Caraquet,"39 W St Peter Boulevard. Caraquet, NB E1W 1B6, Canada",,47.792859,-64.944285,Civic,,,,1,2,1,1,,
FLO,178233,,Frontenac Lot,"28 Barrack St, Kingston, ON K7K 0B4, Canada",,44.232391,-76.479442,Parking Garage/Lot,,50,50,2,4,2,2,,
FLO,181324,,Medicine Hat College - Cultural Centre,"399 College Dr, Medicine Hat, AB T1A 3Y6, Canada",,50.01401,-110.684269,Civic,,50,50,1,2,1,1,,
FLO,182344,,Canadian Tire,"69 Balsam St, Collingwood, ON L9Y 3Y6, Canada",,44.503521,-80.235711,Car Service,,,,2,4,2,2,,
FLO,182404,,Canadian Tire,"1622 7 Ave, Fernie, BC V0B 1M0, Canada",,49.514563,-115.057979,Car Service,,,,1,2,1,1,,
FLO,182792,,Canadian Tire,"44 Livingston Ave, Grimsby, ON L3M 1L1, Canada",,43.197257,-79.569974,Car Service,,,,2,4,2,2,,
FLO,182795,,Canadian Tire ,"1050 O'Brien Rd, Renfrew, ON K7V 0B4, Canada",,45.47964,-76.653692,Car Service,,,,1,2,1,1,,
FLO,182796,,Canadian Tire,"375 Daniel St S, Arnprior, ON K7S 3K6, Canada",,45.425372,-76.366881,Car Service,,,,1,2,1,1,,
FLO,182805,,Canadian Tire,"5919 2 Ave, Edson, AB T7E 1L8, Canada",,53.574628,-116.451918,Car Service,,,,1,2,1,1,,
FLO,183360,,Tim Hortons,"1037 O'Leary Rd, O'Leary, PE C0B 1V0, Canada",,46.716833,-64.16732,Restaurant,,50,50,1,2,1,1,,
FLO,183365,,Needs Convenience,"63 Main St, Souris, PE C0A 2B0, Canada",,46.35544,-62.256197,Gas Station,,50,50,1,2,1,1,,
FLO,184475,,Esso,"5105 Boulevard Wilfrid-Hamel, QuÃ©bec, QC G2E 2G8, Canada",,46.802815,-71.331037,Gas Station,,50,50,1,2,1,1,,
FLO,189777,,AddEnergie,"2800 rue Louis-LumiÃ¨re, QuÃ©bec, QuÃ©bec G1P 0A4 Canada",,46.796732,-71.314768,Workplace Private,,6.24,6.24,4,8,4,4,,
FLO,195196,,Canmore Public Parking,"726 7 St, Canmore, AB T1W 2C7, Canada",,51.088667,-115.35953,Parking Garage/Lot,,50,50,1,2,1,1,,
FLO,199626,,Canadian Tire,"1017 Brodie Dr, Orillia, ON L3V 6H4, Canada",,44.630904,-79.436625,,,,,1,2,1,1,,
FLO,199634,,Canadian Tire,"655 Albert St, Regina, SK S4R 2P4, Canada",,50.467567,-104.615822,Store,,,,1,2,1,1,,
FLO,199636,,Canadian Tire,"2302A 8 Ave, Humboldt, SK S0K 2A0, Canada",,52.200014,-105.147501,,,,,1,2,1,1,,
FLO,199640,,Canadian Tire,"10200 McDonald Park Rd, Sidney, BC V8L 5X7, Canada",,48.660292,-123.417543,,,,,2,4,2,2,,
FLO,200322,,Masstown Butcher Shop And Creamery,"10635 Hwy #2, Masstown, NS B0M 1G0, Canada",,45.393365,-63.495147,Gas Station,,50,50,1,2,1,1,,
FLO,200956,,Community Heath Unit,"801 1 Ave S, Lethbridge, AB T1J 4L5, Canada",,49.698569,-112.836681,Hospital/Healthcare,,50,50,1,2,1,1,,
FLO,200958,,Longview Visitor Information,"100 Morrison Rd, Longview, AB T0L 1H0, Canada",,50.534833,-114.231349,,,50,50,1,2,1,1,,
FLO,200959,,Downtown Nanton,"2120 19 St, Nanton, AB T0L 1R0, Canada",,50.349089,-113.773776,Museum,,50,50,1,2,1,1,,
FLO,200960,,Vulcan Visitor Centre,"115 Centre St, Vulcan, AB T0L 2B0, Canada",,50.405864,-113.257807,Civic,,50,50,1,2,1,1,,
FLO,200963,,Pincher Creek Public Parking,"750 Kettles St, Pincher Creek, AB T0K 1W0, Canada",,49.484701,-113.947634,Bank,,50,50,1,2,1,1,,
FLO,202287,,Fort MacLeod Public Parking,"249 24 St, Fort MacLeod, AB T0L 0Z0, Canada",,49.725938,-113.406784,Parking Garage/Lot,,50,50,1,2,1,1,,
FLO,202289,,Claresholm Public Parking,"5008 1 St W, Claresholm, AB T0L 0T0, Canada",,50.026881,-113.582107,Shopping Center,,50,50,1,2,1,1,,
FLO,202290,,Bearspaw Kananaskis Travel Centre,"100 Nakoda Way, Kananaskis, AB T0L 1N0, Canada",,51.098875,-115.016437,Gas Station,,50,50,1,2,1,1,,
FLO,204517,,Canadian Tire,"20 Babineau Avenue, Charlottetown, PE C1A 0G1, Canada",,46.269559,-63.14705,Car Service,,50,50,1,2,1,1,,
FLO,206742,,Carriage Lane Market,"555 Main St, Cardston, AB T0K 0K0, Canada",,49.19481,-113.301993,Shopping Center,,50,50,1,2,1,1,,
FLO,206752,,Medicine Hat Mall,"3292 Dunmore Rd SE, Medicine Hat, AB T1B 2R4, Canada",,50.003688,-110.64557,Movie Theater,,50,50,1,2,1,1,,
FLO,208543,,West Hills Peaks To Prairies,"192 Stewart Green SW, Calgary, AB T3H 3C8, Canada",,51.015611,-114.166851,Gas Station,,50,50,1,2,1,1,,
FLO,208767,,Milk River - RestArea & Campground,"205 Railway St, Milk River, AB T0K 1M0, Canada",,49.144955,-112.082905,RV Park,,50,50,1,2,1,1,,
FLO,208768,,Blairmore's Crowsnest Crossing,"10505 20 Ave, Blairmore, AB T0K 0E0, Canada",,49.620239,-114.462386,Store,,50,50,1,2,1,1,,
FLO,212533,,Irving Oil,"2934 Fredericton Rd, Salisbury, NB E4J 2G1, Canada",,46.050267,-65.061382,Gas Station,,,,1,2,1,1,,
FLO,214034,,Yukon Visitor Information Centre,"100 Hanson St, Whitehorse, YT Y1A 6C2, Canada",,60.717917,-135.04886,Civic,,50,50,1,2,1,1,,
FLO,214074,,Rutland Park,"Shepherd Rd. and Rutland Rd N. (Centennial Park), Kelowna, BC V1X 3B2, Canada",,49.890587,-119.387627,Park,,50,50,1,2,1,1,,
FLO,214979,,NorthLight Innovation,"2180 2nd Ave, Whitehorse, YT Y1A 5N6, Canada",,60.725472,-135.057056,Workplace Public,,50,50,1,2,1,1,,
FLO,215538,,Carcross/Tagish Learning Centre,"Klondike Highway km106, Carcross, YT Y0B 1B0, Canada",,60.171361,-134.703889,Government,,50,50,1,2,1,1,,
FLO,218183,,Waterton Public Parking,"106 Waterton Ave, Waterton Park, AB T0K 2M0, Canada",,49.052401,-113.906964,Shopping Center,,50,50,1,2,1,1,,
FLO,218316,,Osoyoos PetroCan,"6201 45 St, Osoyoos, BC V0H 1V6, Canada",,49.028815,-119.436211,Gas Station,,50,50,1,2,1,1,,
FLO,218317,,Gulf Fuel Station,"111 Enterprise Way, Oliver, BC V0H 1T0, Canada",,49.235717,-119.531132,Gas Station,,50,50,1,2,1,1,,
FLO,218574,,Taber Aquafun Centre,"4712 50 St, Taber, AB T1G 2B6",,49.782744,-112.149754,Shopping Center,,50,50,1,2,1,1,,
FLO,219447,,Community Complex,"305 Hall St, Nelson, BC V1L 5X4, Canada",,49.494563,-117.292201,Recreation/Outdoor,,50,50,1,2,1,1,,
FLO,224236,,Canadian Tire,"30 Pine Dr, Parry Sound, ON P2A 3B8, Canada",,45.342546,-80.008777,Car Service,,,,2,4,2,2,,
FLO,225443,,Travelodge,"1240 Cassils Place E, Brooks, AB T1R 1C3, Canada",,50.572423,-111.869485,Hotel/Lodging,,,,1,2,1,1,,
FLO,225530,,Borden-Carleton,"25 Abegweit Boulevard, Borden-Carleton, PE, C0B 1X0  CANADA",,46.255163,-63.691126,,,50,50,1,2,1,1,,
FLO,226584,,Kaslo & District Community,"312 4th St, Kaslo, BC, V0G 1M0  CANADA",,49.910938,-116.903466,Civic,,50,50,1,2,1,1,,
FLO,228468,,efficiencyPEI - Wood Islands,"13054 Shore Road, Rte 4, , Wood Islands, PE, C0A 1B0  CANADA",,45.966612,-62.748155,Recreation/Outdoor,,,,1,2,1,1,,
FLO,230066,,Canadian Tire,"474 Granville St, Summerside, PE C1N 4K6, Canada",,46.412715,-63.782886,Car Service,,50,50,1,2,1,1,,
FLO,230070,,Trinity Hills,"Calgary, AB T3H 4X3",,51.078566,-114.193838,Shopping Center,,,,1,2,1,1,,
FLO,230720,,Esso,"699 route de l'Ã‰glise, Saint-Jean-Port-Joli, QuÃ©bec G0R 3G0 Canada",,47.194115,-70.239366,Restaurant,,50,50,1,2,1,1,,
FLO,230778,,Canadian Tire,"11802 Railway Avenue E, North Battleford, SK S9A 0P2, Canada",,52.758278,-108.270934,Shopping Center,,,,1,2,1,1,,
FLO,230780,,Canadian Tire,"1731 Preston Ave N, Saskatoon, SK S7N 4V2, Canada",,52.14767,-106.617502,Shopping Center,,,,2,4,2,2,,
FLO,230781,,Canadian Tire,"1240 Sims Ave, North Weyburn, SK S0C 1X0, Canada",,49.663149,-103.877709,Shopping Center,,,,1,2,1,1,,
FLO,230782,,Canadian Tire,"200 King St, Estevan, SK S4A 2W4, Canada",,49.145894,-102.975292,Shopping Center,,,,1,2,1,1,,
FLO,230783,,Canadian Tire,"1811 22nd Ave N E, Swift Current, SK S9H 5N2, Canada",,50.308264,-107.775176,Shopping Center,,,,1,2,1,1,,
FLO,230784,,Canadian Tire,"2325 Prince of Wales Dr, Regina, SK S4V 3A4, Canada",,50.442548,-104.531748,Shopping Center,,,,2,4,2,2,,
FLO,230785,,Canadian Tire,"2445 Saskatchewan Ave W, Portage la Prairie, MB R1N 3B5, Canada",,49.972864,-98.331931,Shopping Center,,,,2,4,2,2,,
FLO,230786,,Canadian Tire,"3615 Portage Ave, Winnipeg, MB R3K 2G6, Canada",,49.882567,-97.311426,Shopping Center,,,,1,2,1,1,,
FLO,230787,,Canadian Tire,"1711 Kenaston Boulevard, Winnipeg, MB R3Y 1V5, Canada",,49.820983,-97.196282,Shopping Center,,,,2,4,2,2,,
FLO,230788,,Canadian Tire,"1041 Manitoba Ave, Selkirk, MB R1A 4M1, Canada",,50.158036,-96.899551,Shopping Center,,,,1,2,1,1,,
FLO,230789,,Canadian Tire,"131 MB-12, Steinbach, MB R5G 1T5, Canada",,49.542314,-96.686532,Shopping Center,,,,1,2,1,1,,
FLO,230792,,Canadian Tire,"109-900 Pine Rd, Strathmore, AB T1P 0A2, Canada",,51.036811,-113.388704,Shopping Center,,,,1,2,1,1,,
FLO,230793,,Canadian Tire,"2110 101 St NW, Edmonton, AB T6N 0A2, Canada",,53.452668,-113.488752,Shopping Center,,,,1,2,1,1,,
FLO,230794,,Canadian Tire,"960 Railway St, Penticton, BC V2A 8N2, Canada",,49.491274,-119.602994,Shopping Center,,,,2,4,2,2,,
FLO,230795,,Canadian Tire,"1525 Cameron St, Hawkesbury, ON K6A 3R3, Canada",,45.59226,-74.600064,Shopping Center,,,,1,2,1,1,,
FLO,230796,,Canadian Tire Gas+,"255 Garrison Rd, Fort Erie, ON L2A 1M9, Canada",,42.906093,-78.924745,Shopping Center,,,,1,2,1,1,,
FLO,236398,,Canadian Tire,"341 Hastings St N, Bancroft, ON K0L 1C0, Canada",,45.084491,-77.861544,Workplace Public,,,,1,1,1,0,,
FLO,238018,,Advanced Technology Centre Building - Level 3,"1 Georgian Drive, Barrie, ON, L4M 3X9  CANADA",,44.413074,-79.667647,,,50,50,1,2,1,1,,
FLO,239320,,Canadian Tire Gas+,"20 Market Dr, Milton ON L9T 3H5, Canada",,43.523515,-79.89951,Gas Station,,,,1,2,1,1,,
FLO,239682,,Slocan Ave Parking/Charging,Slocan Ave. & Kootenay St.,,49.990253,-117.370667,Street Parking,,50,50,1,2,1,1,,
FLO,240441,,Queenâ€™s Park Skate Park,"Queen's Park, New Westminster, BC, Canada",,49.213863,-122.90474,Park,,,,2,4,2,2,,
FLO,240533,,Castlegar Chamber of Commerce and Visitor Centre - L3,"1975 6 Ave, Castlegar, BC V1N 4B7, Canada",,49.29627,-117.651821,Store,,50,50,1,2,1,1,,
FLO,240541,,Christina Lake Welcome Centre - L3,"1675 Hwy 3, Christina Lake, BC V0H 1E2, Canada",,49.04458,-118.207023,Recreation/Outdoor,,50,50,1,2,1,1,,
FLO,240544,,Town of Creston Public Charging - L3,"1102 Cook St, Creston, BC V0B 1G0, Canada",,49.094827,-116.511396,Parking Garage/Lot,,50,50,1,2,1,1,,
FLO,240546,,Greenwood Museum & Visitor Centre - L3,"214 S Copper Avenue, Greenwood,  British Columbia, V0H 1J0",,49.090347,-118.676978,Museum,,50,50,1,2,1,1,,
FLO,240595,,Tourist Centre for Village of Salmo - L3,"423 Davies Ave, Salmo BC V0G 0A9, Canada",,49.193335,-117.278721,Civic,,50,50,1,2,1,1,,
FLO,240603,,Kelowna Airport - L3,"5538 Airport Way, Kelowna, BC V1V 1S1, Canada",,49.95048,-119.384894,Airport,,50,50,2,4,2,2,,
FLO,240606,,Red Rock Garage Inc - L3,"5842 Kelowna-Rock Creek Hwy, Beaverdell, BC V0H 1A0, Canada",,49.43528,-119.087671,Car Service,,50,50,1,2,1,1,,
